Date màj;Code lieu;Code station;Nom station;Code équipement;Type équipement;Equipement;Début indispo;Cause;Conséquence;Fin indispo
2025-02-02 00:34:00;5004;41;Brotteaux;411;ASCENSEUR;direction St-Genis-Laval Hôpital Lyon Sud, accès mezzanine de correspondance avec le quai direction Charpennes;2025-02-01;Accès fermé pour travaux;Accès impossible direction Gare d'Oullins;2025-02-02 02:30:00
2025-02-02 00:34:00;5004;41;Brotteaux;412;ASCENSEUR;du quai direction Charpennes, accès mezzanine de correspondance avec le quai direction St-Genis-Laval Hôpital Lyon Sud et accès place Jules Ferry;2025-02-01;Accès fermé pour travaux;Accès impossible à la station;2025-02-02 02:30:00
2025-02-02 00:34:00;5004;41;Brotteaux;4101;ESCALIER;de la mezzanine jusqu'à la sortie Gare des Brotteaux;2025-02-01;Accès fermé pour travaux;.;2025-02-02 02:30:00
2025-02-02 00:34:00;5102;21;Charpennes;2101;ESCALIER;du quai direction Perrache ou direction St-Genis-Laval Hôpital Lyon Sud par le couloir de liaison jusqu'à la sortie Place Charles Hernu;2025-01-11;Panne;.;2025-02-03 17:30:00
2025-02-02 00:34:00;5220;47;Debourg;472;ASCENSEUR;direction Charpennes et accès avenue Jean Jaurès;2025-02-01;Panne; Accès impossible direction Charpennes;2025-02-02 17:30:00
2025-02-02 00:34:00;5220;47;Debourg;4701;ESCALIER;du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie avenue Jean Jaures;2025-01-21;Panne;.;2025-04-04 17:30:00
2025-02-02 00:34:00;5220;47;Debourg;4702;ESCALIER;du quai direction Charpennes jusqu'à la sortie avenue Jean Jaures;2024-11-12;Panne;.;2025-02-07 17:30:00
2025-02-02 00:34:00;5520;42;Gare Part-Dieu V.Merle;4205;ESCALIER;du quai direction St-Genis-Laval Hôpital Lyon Sud (par couloir de liaison direction gare de la Part Dieu) jusqu'à la mezzanine niveau Point Contact.;2025-01-09;Panne;.;2025-03-21 17:30:00
2025-02-02 00:34:00;5520;42;Gare Part-Dieu V.Merle;4210;ESCALIER;de la sortie de la gare de la Part Dieu jusqu'à la mezzanine niveau Point Contact (par couloir de liaison);2025-01-30;Panne;.;2025-02-07 14:30:00
2025-02-02 00:34:00;5936;51;Oullins Centre;513;ASCENSEUR;entre la mezzanine supérieure et la place Anatole France;2024-11-07;Entretien programmé;connexion impossible entre la mezzanine supérieure et la place Anatole France, et correspondance impossible avec les ascenseurs reliant les quais et la mezzanine supérieure;2025-02-04 12:00:00
2025-02-02 00:34:00;5043;43;Place Guichard;431;ASCENSEUR;direction St-Genis-Laval Hôpital Lyon Sud et accès place Guichard;2024-12-24;Panne;Accès impossible direction Gare d'Oullins;2025-02-28 17:30:00
2025-02-02 00:34:00;5221;46;Place Jean Jaurès;461;ASCENSEUR;direction St-Genis-Laval Hôpital Lyon Sud et accès avenue Jean Jaurès;2025-02-01;Panne;Accès impossible direction Gare d'Oullins;2025-02-15 17:30:00
2025-02-02 00:34:00;5221;46;Place Jean Jaurès;4601;ESCALIER;du quai direction St-Genis-Laval Hôpital Lyon Sud jusqu'à la sortie avenue Jean Jaures;2024-10-09;Panne;.;2025-02-03 17:30:00
2025-02-02 00:34:00;5221;46;Place Jean Jaurès;4602;ESCALIER;du quai direction Charpennes jusqu'à la sortie avenue Jean Jaures;2024-11-02;Panne;.;2025-02-28 17:30:00
2025-02-02 00:34:00;5092;44;Saxe - Gambetta;4410;ESCALIER;du quai ligne B direction Charpennes (par by pass) jusqu'au quai  ligne D direction Gare de Vénissieux;2025-02-01;Panne;.;2025-02-02 02:30:00
2025-02-02 00:34:00;5200;48;Stade de Gerland Le LOU;4802;ESCALIER;de la mezzanine niveau Point Contact jusqu'au quai direction Charpennes;2024-10-23;Panne;.;2025-03-28 17:30:00
2025-02-02 00:34:00;5002;26;Bellecour;264;ASCENSEUR;direction Vaulx-en-Velin La Soie, accès rue de la République;2025-01-13;Panne;Pour accès et correspondances métros A et D, utiliser les autres ascenseurs en passant par la surface;2025-02-03 17:30:00
2025-02-02 00:34:00;5104;70;Gare de Vénissieux;7003;ESCALIER;de la mezzanine vers la passerelle SNCF;2025-01-05;Panne;.;2025-02-06 11:30:00
2025-02-02 00:34:00;5181;77;Garibaldi;7702;ESCALIER;du quai direction Gare de Vénissieux jusqu'à la mezzanine;2024-11-17;Entretien programmé;.;2025-02-03 20:30:00
2025-02-02 00:34:00;5040;82;Gorge de Loup;821;ASCENSEUR;direction Gare de Vaise, accès Gare Routière ou Parc Relais;2025-01-02;Panne;Accès impossible direction Gare de Vaise.;2025-02-15 20:30:00
2025-02-02 00:34:00;5040;82;Gorge de Loup;8205;ESCALIER;sortie Place Basse (côté agence commerciale) niveau Parc Relais, jusqu'à la mezzanine niveau départ gare de bus, rue Sergent Michel Berthet;2024-12-12;Panne;.;2025-02-15 15:00:00
2025-02-02 00:34:00;5044;79;Guillotière Gabriel Péri;7901;ESCALIER;de la mezzanine (côté quai direction Gare de Vaise) jusqu'à la sortie cours Gambetta;2025-01-14;Panne;.;2025-02-03 17:00:00
2025-02-02 00:34:00;5044;79;Guillotière Gabriel Péri;7902;ESCALIER;de la mezzanine (côté quai direction Gare de Vénissieux) jusqu'à la sortie cours Gambetta;2024-12-12;Entretien programmé;.;2025-02-03 15:30:00
2025-02-02 00:34:00;5062;73;Laennec;7302;ESCALIER;du quai direction Gare de Vénissieux jusqu'à la sortie rue Guillaume Paradin;2024-12-11;Entretien programmé;.;2025-02-03 11:00:00
2025-02-02 00:34:00;5083;75;Monplaisir Lumière;7502;ESCALIER;du quai direction Gare de Vénissieux jusqu'à la sortie cours Albert Thomas;2025-01-13;Entretien programmé;.;2025-02-03 09:30:00
2025-02-02 00:34:00;5084;71;Parilly;7101;ESCALIER;du quai direction Gare de Vaise jusqu'à la sortie rue de La Fontaine;2025-01-23;Panne;.;2025-02-23 15:30:00
2025-02-02 00:34:00;5091;76;Sans Souci;761;ASCENSEUR;direction Gare de Vaise, accès cours Albert Thomas;2025-01-28;Entretien programmé;Accès impossible direction Gare de Vaise.;2025-02-07 12:30:00
2025-02-02 00:34:00;5091;76;Sans Souci;7602;ESCALIER;du quai direction Gare de Vénissieux jusqu'à la sortie cours Albert Thomas;2024-12-17;Panne;.;2025-02-03 19:00:00
2025-02-02 00:34:00;5095;81;Vieux Lyon;8107;ESCALIER;de la mezzanine niveau -3 (correspondance ligne D direction Gare de Vaise ou Gare de Vénissieux) jusqu'à la mezzanine niveau Point Contact, accès rue du Doyenné.;2024-12-07;Panne;.;2025-02-28 15:00:00
2025-02-02 00:34:00;5223;57;Croix-Rousse;571;ASCENSEUR;direction Cuire, correspondance avec le quai direction Hôtel de Ville, et accès Bd de la Croix Rousse;2025-02-01;Panne;Accès station impossible;2025-02-02 17:30:00
2025-02-02 00:34:00;5000;27;Ampère Victor Hugo;2702;ESCALIER;du quai direction Vaulx-en-Velin La Soie  jusqu'à la sortie rue Victor HUGO;2025-01-24;Panne;.;2025-02-03 17:30:00
2025-02-02 00:34:00;5023;17;Cusset;171;ASCENSEUR;direction Perrache, accès mezzanine de correspondance direction Vaulx-en-Velin La Soie, accès cours Emile Zola;2025-01-30;Panne;Accès impossible direction Perrache.  Accès impossible cours Emile Zola .;2025-02-07 14:30:00
2025-02-02 00:34:00;5024;18;Flachet;1802;ESCALIER;du quai direction Vaulx-en-Velin La Soie jusqu'à la sortie cours Emile Zola;2025-01-30;Panne;.;2025-02-10 17:30:00
